시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
산서행정복지센터,전라북도,장수군,47500,전라북도 장수군 산서면 보산로 1858,전라북도 장수군 산서면 동화리 122-2,35.584263,127.3964127,무인민원발급기 왼쪽에 위치,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,전라북도 장수군청,063-350-2083,2022-08-26,4750000,전라북도 장수군
장수군누리파크,전라북도,장수군,47500,전라북도 장수군 장수읍 논개사당길 65,전라북도 장수군 장수읍 두산리 1089,35.64107155,127.5232498,누리파크 홍보관 입구쪽 위치,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,전라북도 장수군청,063-350-2083,2022-08-26,4750000,전라북도 장수군
한누리전당,전라북도,장수군,47500,전라북도 장수군 장수읍 한누리로 393,전라북도 장수군 장수읍 두산리 474,35.6411154,127.5181094,너울관 입구 오른쪽에 위치,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,전라북도 장수군청,063-350-2083,2022-08-26,4750000,전라북도 장수군
장계면 문예복지관,전라북도,장수군,47500,전라북도 장수군 장계면 백화로 60,전라북도 장수군 장계면 장계리 863,35.7309349,127.588864,1층 입구쪽에 위치,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,전라북도 장수군청,063-350-2083,2022-08-26,4750000,전라북도 장수군
사회복지회관,전라북도,장수군,47500,전라북도 장수군 장수읍 신천로 79,전라북도 장수군 장수읍 노하리 376,35.65392867,127.517936,입구쪽에 위치,08:30,18:00,09:00,18:00,09:00,18:00,2,Y,Y,전라북도 장수군청,063-350-2083,2022-08-26,4750000,전라북도 장수군
불암산스포츠타운 장애인론볼장,서울특별시,서울특별시 노원구,11350,서울특별시 노원구 중계로 36,서울특별시 노원구 공릉동 141,37.63876537,127.0832403331,불암산스포츠타운 장애인론볼장,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,장애인체육회,02-935-9976,2022-08-17,3100000,서울특별시 노원구
중계롯데마트,서울특별시,서울특별시 노원구,11350,서울특별시 노원구 노원로 330,서울특별시 노원구 중계동 361,37.6467905319,127.0709408937,중계롯데마트,10:00,22:00,10:00,22:00,10:00,22:00,2,Y,Y,롯데마트중계점,02-2092-2524,2022-08-17,3100000,서울특별시 노원구
삼육대학교 바울관 장애인학생휴게실,서울특별시,서울특별시 노원구,11350,서울특별시 노원구 화랑로 815,서울특별시 노원구 공릉동 26-106,37.6433573690,127.1088503431,삼육대학교 바울관 장애인학생휴게실,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,삼육대학교,02-3399-3238,2022-08-17,3100000,서울특별시 노원구
"현대종합상가 6층, 노원중증장애인 독립생활센터",서울특별시,서울특별시 노원구,11350,서울특별시 노원구  한글비석로15길 48,서울특별시 노원구  중계동 434-2,37.6564594192,127.0734582336,"현대종합상가 6층, 노원중증장애인 독립생활센터",09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,노원중증장애인 독립생활센터,02-933-6539,2022-08-17,3100000,서울특별시 노원구
서울특별시립 북부장애인종합복지관(3),서울특별시,서울특별시 노원구,11350,서울특별시 노원구  덕릉로70가길 92,서울특별시 노원구  상계동 771,37.6425376234,127.0569196,서울특별시립 북부장애인종합복지관(3),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,북부장애인종합복지관,02-2092-1725,2022-08-17,3100000,서울특별시 노원구
지하철역사 (대동역),대전광역시,동구,30110,대전광역시 동구 계족로 지하 176 (대동),대전광역시 동구 대동 148-54,36.32954595,127.4428865,지하철역사 (대동역),05:00,00:00,05:00,00:00,05:00,00:00,2,N,Y,지하철역사 (대동역),042-539-3603,2021-10-27,6300000,대전광역시
동구청,대전광역시,동구,30110,"대전광역시 동구 동구청로 147, (가오동)",대전광역시 동구 가오동 425,36.31203596,127.4549155,동구청,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,동구청,042-251-4114,2021-10-27,6300000,대전광역시
대전장애우권익문제연구소,대전광역시,동구,30110,"대전광역시 동구 대전로 913, (삼성동)",대전광역시 동구 삼성동 306-5,36.33981619,127.4269136,대전장애우권익문제연구소,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,대전장애우권익문제연구소,042-672-1482,2021-10-27,6300000,대전광역시
(사)대전장애인인권포럼,대전광역시,동구,30110,대전광역시 동구 옥천로 176번길 15-4 (판암동),대전광역시 동구 판암동 339-4,36.31604297,127.4599988,(사)대전장애인인권포럼,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,(사)대전장애인인권포럼,042-286-0036,2021-10-27,6300000,대전광역시
대전신체장애인복지회동구지부,대전광역시,동구,30110,"대전광역시 동구 동부로73번길 6, 성창프라자 3층 판암동(판암동)",대전광역시 동구 판암동 231-1,36.32254615,127.4608611,대전신체장애인복지회동구지부,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,대전신체장애인복지회동구지부,042-274-4600,2021-10-27,6300000,대전광역시
자양동 행정복지센터,대전광역시,동구,30110,"대전광역시 동구 백룡로 16, 자양동 (자양동)",대전광역시 동구 자양동 60-1,36.33546504,127.4486406,자양동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,자양동 행정복지센터,042-259-7427,2021-10-27,6300000,대전광역시
가양2동 행정복지센터,대전광역시,동구,30110,"대전광역시 동구 흥룡로 33, 가양동 (가양동)",대전광역시 동구 가양동 39-3,36.34905584,127.4473862,가양2동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,가양2동 행정복지센터,042-259-7486,2021-10-27,6300000,대전광역시
성남동 행정복지센터,대전광역시,동구,30110,"대전광역시 동구 계족로368번길 70, 성남동 (성남동)",대전광역시 동구 성남동 8-2,36.34453614,127.4374907,성남동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,성남동 행정복지센터,042-259-7537,2021-10-27,6300000,대전광역시
홍도동 행정복지센터,대전광역시,동구,30110,"대전광역시 동구 동산초교로34번길 56, 홍도동 (홍도동)",대전광역시 동구 홍도동 92-3,36.34908053,127.4258279,홍도동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,홍도동 행정복지센터,042-822-3838,2021-10-27,6300000,대전광역시
판암2동 행정복지센터,대전광역시,동구,30110,"대전광역시 동구 동부로 37, 판암동 (판암동)",대전광역시 동구 판암동 246,36.320476,127.4573789,판암2동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,판암2동 행정복지센터,042-259-7336,2021-10-27,6300000,대전광역시
산내동 행정복지센터,대전광역시,동구,30110,"대전광역시 동구 산내로 1326, 낭월동 (낭월동)",대전광역시 동구 낭월동 190-1,36.28197035,127.4677927,산내동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,산내동 행정복지센터,042-259-7336,2021-10-27,6300000,대전광역시
중앙동 행정복지센터,대전광역시,동구,30110,"대전광역시 동구 대동천우안5길 24, 소제동 (소제동)",대전광역시 동구 소제동 299-212,36.33460397,127.4388074,중앙동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,중앙동 행정복지센터,042-259-7213,2021-10-27,6300000,대전광역시
신인동 행정복지센터,대전광역시,동구,30110,"대전광역시 동구 충무로203번길 28-25, 인동 (인동)",대전광역시 동구 인동 16-2,36.32381532,127.4377624,신인동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,신인동 행정복지센터,042-259-7231,2021-10-27,6300000,대전광역시
효동 행정복지센터,대전광역시,동구,30110,"대전광역시 동구 계족로 24, 효동 (효동)",대전광역시 동구 효동 150-5,36.31705233,127.4418314,효동 행정복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,효동 행정복지센터,042-259-7261,2021-10-27,6300000,대전광역시
복합터미널,대전광역시,동구,30110,"대전광역시 동구 동서대로1695번길 30, (용전동)",대전광역시 동구 용전동 68-2,36.35127681,127.4375195,복합터미널,00:00,00:00,00:00,00:00,00:00,00:00,2,Y,Y,복합터미널,042-620-0621,2021-10-27,6300000,대전광역시
대전역,대전광역시,동구,30110,"대전광역시 동구 중앙로 215, (정동)",대전광역시 동구 정동 1-1,36.33439767,127.4321118,대전역,00:00,00:00,00:00,00:00,00:00,00:00,2,Y,Y,대전역,042-259-2580,2021-10-27,6300000,대전광역시
지하철역사(신흥역),대전광역시,동구,30110,대전광역시 동구 옥천로 지하 70 (판암동),대전광역시 동구 판암동 708-3,36.31965781,127.4487994,지하철역사(신흥역),05:00,00:00,05:00,00:00,05:00,00:00,2,Y,Y,지하철역사(신흥역),042-539-3602,2021-10-27,6300000,대전광역시
대동사회복지관,대전광역시,동구,30110,"대전광역시 동구 백룡로48번길 79, (대동)",대전광역시 동구 대동 1-187,36.3304883,127.450198,대동사회복지관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,대동사회복지관,042-673-8337,2021-10-27,6300000,대전광역시
용운사회복지관,대전광역시,동구,30110,"대전광역시 동구 용운로 110, (용운동)",대전광역시 동구 용운동 459,36.32765599,127.4547009,용운사회복지관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,용운사회복지관,042-284-5717,2021-10-27,6300000,대전광역시
대전지체장애인협회,대전광역시,동구,30110,"대전광역시 동구 중앙로200번길 66, 중앙스퀘어 10층 1004호 (원동)",대전광역시 동구 원동 60-5,36.32786798,127.4325462,대전지체장애인협회,09:00,18:00,00:00,00:00,00:00,00:00,8,N,N,대전지체장애인협회,042-471-2636,2021-10-27,6300000,대전광역시
동구아름다운복지관,대전광역시,동구,30110,"대전광역시 동구 안골로 49, (구도동)",대전광역시 동구 구도동 402,36.26811729,127.4722483,동구아름다운복지관,09:00,18:00,00:00,00:00,00:00,00:00,4,Y,Y,동구아름다운복지관,042-280-9520,2021-10-27,6300000,대전광역시
대청병원,대전광역시,중구,30140,"대전광역시 서구 계백로 1322, (정림동)",대전광역시 서구 정림동 716,36.30822517,127.3705129,대청병원,00:00,00:00,00:00,00:00,00:00,00:00,2,N,N,대청병원,042-1899-6075,2021-10-27,6300000,대전광역시
지하철역사 (중앙로역),대전광역시,중구,30140,대전광역시 중구 중앙로 지하 145 (은행동),대전광역시 중구 은행동 216,36.32796014,127.4249657,지하철역사 (중앙로역),05:00,00:00,05:00,00:00,05:00,00:00,2,N,Y,지하철역사 (중앙로역),042-539-3605,2021-10-27,6300000,대전광역시
지하철역사 (중구청역),대전광역시,중구,30140,대전광역시 중구 중앙로 지하 71 (선화동),대전광역시 중구 대흥동 630,36.32478306,127.4195267,지하철역사 (중구청역),05:00,00:00,05:00,00:00,05:00,00:00,2,N,Y,지하철역사 (중구청역),042-539-3606,2021-10-27,6300000,대전광역시
지하철역사 (대전역),대전광역시,동구,30110,대전광역시 동구 중앙로 지하 218 (중동),대전광역시 동구 정동 1-298,36.33133404,127.4330064,지하철역사 (대전역),05:00,00:00,05:00,00:00,05:00,00:00,2,N,Y,지하철역사 (대전역),042-222-3104,2021-10-27,6300000,대전광역시
지하철역사 (판암역),대전광역시,동구,30110,대전광역시 동구 옥천로 지하 162 (판암동),대전광역시 동구 판암동 484,36.31697899,127.4584364,지하철역사 (판암역),05:00,00:00,05:00,00:00,05:00,00:00,2,N,Y,지하철역사 (판암역),042-274-3101,2021-10-27,6300000,대전광역시
대전지체장애인협회 동구지회,대전광역시,동구,30110,"대전광역시 동구 옥천로 187, (판암동)",대전광역시 동구 판암동 297-4,36.31805851,127.4608035,대전지체장애인협회 동구지회,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,대전지체장애인협회 동구지회,042-628-1602,2021-10-27,6300000,대전광역시
경상북도 안동시 풍천면행정복지센터,경상북도,안동시,47170,경상북도 안동시 풍천면 지풍로 1471,,36.55606682,128.5067839,청사 주차장옆(실외),00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경상북도 안동시 풍천면행정복지센터,054-840-4213,2022-08-24,5070000,경상북도 안동시
경상북도 안동시 일직면행정복지센터,경상북도,안동시,47170,경상북도 안동시 일직면 중앙통길 12,,36.47524838,128.6591933,청사 주차장옆(실외),00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경상북도 안동시 일직면행정복지센터,054-840-4264,2022-08-24,5070000,경상북도 안동시
경상북도 안동시 녹전면행정복지센터,경상북도,안동시,47170,경상북도 안동시 녹전면 녹전로 713,,36.74285701,128.7736986,행정복지센터 사무실,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,경상북도 안동시 녹전면행정복지센터,054-840-4662,2022-08-24,5070000,경상북도 안동시
경상북도 안동시 명륜동행정복지센터,경상북도,안동시,47170,경상북도 안동시 퇴계로 221(안막동),,36.57675266,128.7329478,청사 주차장(실외),00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경상북도 안동시 명륜동행정복지센터,054-840-4737,2022-08-24,5070000,경상북도 안동시
경상북도 안동시 안기동행정복지센터,경상북도,안동시,47170,경상북도 안동시 제비원로 355(안기동),,36.58293159,128.7143495,청사 출입구 옆(실외),00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경상북도 안동시 안기동행정복지센터,054-840-4884,2022-08-24,5070000,경상북도 안동시
경상북도 안동시 옥동행정복지센터,경상북도,안동시,47170,경상북도 안동시 옥동3길 27(옥동),,36.56149818,128.7017549,청사 출입구 앞(실외),00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경상북도 안동시 옥동행정복지센터,054-840-4933,2022-08-24,5070000,경상북도 안동시
경상북도 안동시 강남동행정복지센터,경상북도,안동시,47170,경상북도 안동시 강남5길 185(정하동),,36.54868473,128.7271185,청사 출입구 앞(실외),00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경상북도 안동시 강남동행정복지센터,054-840-4979,2022-08-24,5070000,경상북도 안동시
경상북도 안동시 하회마을관리사무소,경상북도,안동시,47170,경상북도 안동시 풍천면 전서로 186-8,,36.5506172,128.5283037,사무소 복도,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,하회마을관리사무소,054-840-3793,2022-08-24,5070000,경상북도 안동시
여수시청민원실,전라남도,여수시,46130,전라남도 여수시 시청로 1,전라남도 여수시 학동 100,34.76014841,127.661568,여수시청민원실 입구,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,전라남도 여수시,061-659-3732,2022-08-11,4810000,전라남도 여수시
소라면주민센터,전라남도,여수시,46130,전라남도 여수시 소라면 덕양로 389,전라남도 여수시 소라면 덕양리 1084,34.792757,127.632499,소라면주민센터 입구,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,전라남도 여수시,061-659-3732,2022-08-11,4810000,전라남도 여수시
여서동주민센터,전라남도,여수시,46130,전라남도 여수시 여서동5길 17,전라남도 여수시 여서동 386,34.75070964,127.7088355,여서동주민센터,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,전라남도 여수시,061-659-3732,2022-08-11,4810000,전라남도 여수시
월호동주민센터,전라남도,여수시,46130,전라남도 여수시 신월로 598,전라남도 여수시 신월동 28-1,34.72615352,127.7117821,월호동주민센터,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,전라남도 여수시,061-659-3732,2022-08-11,4810000,전라남도 여수시
중부민원출장소,전라남도,여수시,46130,전라남도 여수시 여서1로 107,전라남도 여수시 여서동 222,34.75421469,127.7093041,중부민원출장소,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,전라남도 여수시,061-659-3732,2022-08-11,4810000,전라남도 여수시
여수교육지원청,전라남도,여수시,46130,전라남도 여수시 관문동1길 39,전라남도 여수시 관문동 8-5,34.74272991,127.7461124,여수교육지원청,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,전라남도 여수시,061-659-3732,2022-08-11,4810000,전라남도 여수시
여수경찰서,전라남도,여수시,46130,전라남도 여수시 하멜로 2,전라남도 여수시 고소동 343,34.74104571,127.7405056,여수경찰서,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,전라남도 여수시,061-659-3732,2022-08-11,4810000,전라남도 여수시
여수엑스포역,전라남도,여수시,46130,전라남도 여수시 망양로 2,전라남도 여수시 덕충동 61-7,34.75310731,127.7488566,여수엑스포역,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,전라남도 여수시,061-659-3732,2022-08-11,4810000,전라남도 여수시
여천역,전라남도,여수시,46130,전라남도 여수시 시청로 200,전라남도 여수시 여천동 903-19,34.77925843,127.6638256,여천역 매표소 옆,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,전라남도 여수시,061-659-3732,2022-08-11,4810000,전라남도 여수시
여수장애인국민체육센터,전라남도,여수시,46130,전라남도 여수시 진남체육관길 74,전라남도 여수시 오림동 104,34.76161826,127.7266455,여수장애인국민체육센터,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,전라남도 여수시,061-659-3732,2022-08-11,4810000,전라남도 여수시
망마경기장,전라남도,여수시,46130,전라남도 여수시 여천체육공원길 49,전라남도 여수시 시전동 109,34.75881242,127.6782512,망마경기장,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,전라남도 여수시,061-659-3732,2022-08-11,4810000,전라남도 여수시
흥국체육관,전라남도,여수시,46130,전라남도 여수시 선소로 93,전라남도 여수시 학동 79,34.76101921,127.6678981,흥국체육관,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,전라남도 여수시,061-659-3732,2022-08-11,4810000,전라남도 여수시
문수종합복지관,전라남도,여수시,46130,전라남도 여수시 여문2로 11-10,전라남도 여수시 문수동 797,34.74965061,127.6928081,문수종합복지관,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,전라남도 여수시,061-659-3732,2022-08-11,4810000,전라남도 여수시
미평종합복지관,전라남도,여수시,46130,전라남도 여수시 미평로 77-1,전라남도 여수시 미평동 284,34.77009617,127.7080827,미평종합복지관,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,전라남도 여수시,061-659-3732,2022-08-11,4810000,전라남도 여수시
여주시장애인단체사무실,경기도,여주시,41670,경기도 여주시 향교로 30-7,경기도 여주시 교동 241-6,37.28816858,127.6298321,사무실 내,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,경기도 여주시 장애인단체연합회,031-885-6657,2022-05-24,5700000,경기도 여주시
지체장애인협회사무실,경기도,여주시,41670,경기도 여주시 소양로 53번길 18,경기도 여주시 창동 139-2,37.29500829,127.6327979,사무실 내,9:00,18:00,0:00,0:00,0:00,0:00,0,N,N,경기도 여주시 지체장애인협회,031-882-0747,2022-05-24,5700000,경기도 여주시
대신면행정복지센터,경기도,여주시,41670,경기도 여주시 대신면 여양로 1456-10,경기도 여주시 대신면 율촌리 390,37.37507087,127.5865435,복지센터 내,9:00,18:00,9:00,18:00,9:00,18:00,0,N,N,경기도 여주시 대신면행정복지센터,031-887-3472,2022-05-24,5700000,경기도 여주시
가남읍행정복지센터,경기도,여주시,41670,경기도 여주시 가남읍 태평중앙1길 20,경기도 여주시 가남읍 태평리 138-8,37.20165418,127.5448729,복지센터 내,9:00,18:00,9:00,18:00,9:00,18:00,0,N,N,경기도 여주시 가남읍행정복지센터,031-887-3421,2022-05-24,5700000,경기도 여주시
점동면행정복지센터,경기도,여주시,41670,경기도 여주시 점동면 청안로 132,경기도 여주시 점동면 청안리 124-14,37.20601228,127.6622986,복지센터 내,9:00,18:00,9:00,18:00,9:00,18:00,0,N,N,경기도 여주시 점동면행정복지센터,031-887-3823,2022-05-24,5700000,경기도 여주시
세종대왕면행정복지센터,경기도,여주시,41670,경기도 여주시 능서면 번도1길 2-9,경기도 여주시 능서면 번도리 502-3,37.2999858,127.5734637,복지센터 내,9:00,18:00,9:00,18:00,9:00,18:00,0,N,N,경기도 여주시 세종대왕면행정복지센터,031-887-3855,2022-05-24,5700000,경기도 여주시
흥천면행정복지센터,경기도,여주시,41670,경기도 여주시 흥천면 효자로 154,경기도 여주시 흥천면 효지리 376-6,37.33330365,127.5414254,복지센터 내,9:00,18:00,9:00,18:00,9:00,18:00,0,N,N,경기도 여주시 흥천면행정복지센터,031-887-3883,2022-05-24,5700000,경기도 여주시
금사면행정복지센터,경기도,여주시,41670,경기도 여주시 금사면 이포로 27,경기도 여주시 금사면 이포리 197-3,37.39257969,127.5333597,복지센터 내,9:00,18:00,9:00,18:00,9:00,18:00,0,N,N,경기도 여주시 금사면행정복지센터,031-887-3904,2022-05-24,5700000,경기도 여주시
산북면행정복지센터,경기도,여주시,41670,경기도 여주시 산북면 상품로93,경기도 여주시 산북면 상품리 121,37.40206306,127.442956,복지센터 내,9:00,18:00,9:00,18:00,9:00,18:00,0,N,N,경기도 여주시 산북면행정복지센터,031-887-3929,2022-05-24,5700000,경기도 여주시
북내면행정복지센터,경기도,여주시,41670,경기도 여주시 북내면 여양2로 301,경기도 여주시 북내면 당우리 165-5,37.32905517,127.6790797,복지센터 내,9:00,18:00,9:00,18:00,9:00,18:00,0,N,N,경기도 여주시 북내면행정복지센터,031-887-3963,2022-05-24,5700000,경기도 여주시
강천면행정복지센터,경기도,여주시,41670,경기도 여주시 강천면 긴등길 5,경기도 여주시 강천면 간매리 526-6,37.27284624,127.7110728,복지센터 내,9:00,18:00,9:00,18:00,9:00,18:00,0,N,N,경기도 여주시 강천면행정복지센터,031-887-3992,2022-05-24,5700000,경기도 여주시
여흥동행정복지센터,경기도,여주시,41670,경기도 여주시 여흥로 148,경기도 여주시 상동 357-2,37.29496555,127.6396267,복지센터 내,9:00,18:00,9:00,18:00,9:00,18:00,0,N,N,경기도 여주시 여흥동행정복지센터,031-887-3770,2022-05-24,5700000,경기도 여주시
오학동행정복지센터,경기도,여주시,41670,경기도 여주시 도예로 2,경기도 여주시 현암동 227-5,37.30541974,127.6381576,복지센터 내,9:00,18:00,9:00,18:00,9:00,18:00,0,N,N,경기도 여주시 오학동행정복지센터,031-887-3477,2022-05-24,5700000,경기도 여주시
구세군여주나눔의집,경기도,여주시,41670,경기도 여주시 도예로 39-11,경기도 여주시 현암동 189-13,37.30799995,127.6402345,1층 입구,9:00,18:00,9:00,18:00,9:00,18:00,0,N,N,경기도 여주시 구세군여주나눔의집,031-885-1138,2022-05-24,5700000,경기도 여주시
여주시장애인자립생활지원센터,경기도,여주시,41670,경기도 여주시 여흥로160번길 49-3,경기도 여주시 상동 373-7,37.29174391,127.6411482,보장구 수리센터 앞,9:00,18:00,9:00,18:00,9:00,18:00,0,Y,N,경기도 여주시 장애인자립생활지원센터,031-885-0748,2022-05-24,5700000,경기도 여주시
무주읍 행정복지센터,전라북도,무주군,45730,전라북도 무주군 무주읍 향학로 49,전라북도 무주군 무주읍 읍내리 316,36.00865849,127.6618419,무주읍 행정복지센터 입구,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,전라북도 무주군청,063-320-2316,2022-05-19,4740000,전라북도 무주군
무풍면 행정복지센터,전라북도,무주군,45730,전라북도 무주군 무풍면 현내로 171,전라북도 무주군 무풍면 현내리 574,35.969941,127.8445648,무풍면 행정복지센터 입구,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,전라북도 무주군청,063-320-2316,2022-05-19,4740000,전라북도 무주군
설천면 행정복지센터,전라북도,무주군,45730,전라북도 무주군 설천면 무설로 1607,전라북도 무주군 설천면 소천리 903,36.00793378,127.7899281,설천면 행정복지센터 입구,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,전라북도 무주군청,063-320-2316,2022-05-19,4740000,전라북도 무주군
적상면 행정복지센터,전라북도,무주군,45730,전라북도 무주군 적상면 적상산로 51,전라북도 무주군 적상면 사천리 332-1,35.94547835,127.659471,적상면 행정복지센터 입구,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,전라북도 무주군청,063-320-2316,2022-05-19,4740000,전라북도 무주군
안성면 행정복지센터,전라북도,무주군,45730,전라북도 무주군 안성면 안성로 246-17,전라북도 무주군 안성면 장기리 1556,35.8634833,127.6530465,안성면 행정복지센터 입구,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,전라북도 무주군청,063-320-2316,2022-05-19,4740000,전라북도 무주군
부남면 복지회관,전라북도,무주군,45730,전라북도 무주군 부남면 대소길 3,전라북도 무주군 부남면 대소리 460,35.973794,127.5594298,부남면 복지회관 입구,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,전라북도 무주군청,063-320-2316,2022-05-19,4740000,전라북도 무주군
보건의료원,전라북도,무주군,45730,전라북도 무주군 무주읍 한풍루로 413,전라북도 무주군 무주읍 당산리 701,36.005882,127.6716991,보건의료원 정문(좌측),9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,전라북도 무주군청,063-320-2316,2022-05-19,4740000,전라북도 무주군
예체문화관,전라북도,무주군,45730,전라북도 무주군 무주읍 한풍루로 326-17,전라북도 무주군 무주읍 당산리 1199-3,36.0022647,127.6625982,예체문화관 수달수영장 좌측,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,전라북도 무주군청,063-320-2316,2022-05-19,4740000,전라북도 무주군
동구행복한어르신복지관,대전광역시,동구,30110,"대전광역시 동구 동부로 23, (판암동)",대전광역시 동구 판암동 518-3,36.31941656,127.4563283,동구행복한어르신복지관,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,동구행복한어르신복지관,042-282-5910,2021-10-27,6300000,대전광역시
구포역(기차역),부산광역시,북구,26320,부산광역시 북구 구포만세길 82,부산광역시 북구 구포동 1060-470,35.20547237,128.997142,왼쪽 무인자판기옆 교통약자 대기실 안,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 북구,051-309-4324,2022-06-18,3320000,부산광역시 북구
부산북구장애인협회,부산광역시,북구,26320,부산광역시 북구 만덕대로65번길 79,부산광역시 북구 덕천동 457-60,35.21516531,129.0104778,사무실 입구 왼쪽,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 북구,051-309-4324,2022-06-18,3320000,부산광역시 북구
북구장애인종합복지관,부산광역시,북구,26320,부산광역시 북구 금곡대로616번길 145,부산광역시 북구 금곡동 54-3,35.26711896,129.0175545,1층 입구 옆 오른쪽,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 북구,051-309-4324,2022-06-18,3320000,부산광역시 북구
덕천종합사회복지관,부산광역시,북구,26320,부산광역시 북구 덕천로 74,부산광역시 북구 덕천동 808,35.2090145,129.0171502,1층 입구 옆 왼쪽 코너,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,부산광역시 북구,051-309-4324,2022-06-18,3320000,부산광역시 북구
광주광역시 동구청 민원실,광주광역시,동구,29110,광주광역시 동구 서남로1,광주광역시 동구 서석동 31,35.1461417,126.9230932,1층 책정원 앞,09:00,18:00,00:00,00:00,00:00,18:00,1,N,N,광주광역시 동구청 노인장애인복지과,062-608-2612,2022-06-17,3590000,광주광역시 동구
세종특별자치시청,세종특별자치시,없음,36110,세종특별자치시 한누리대로 2130,세종특별자치시 보람동 626-5,36.48006035,127.2890417,정문입구 오른편 휴게실,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,세종특별자치시청,044-300-3852,2021-10-28,5690000,세종특별자치시
공굴안경로당,대전광역시,서구,30110,"대전광역시 서구 계백로1307번길 51, (정림동)",대전광역시 서구 정림동 265-8,36.31096814,127.367435,공굴안경로당,09:00,18:00,09:00,18:00,09:00,18:00,2,N,N,공굴안경로당,042-535-6663,2021-10-27,6300000,대전광역시
